time,TGS2600,TGS2602,TGS2610,TGS2611,TGS2620
0.0,0.3171525520909097,0.24970053754509225,0.17791560610691043,0.2304559591988618,0.23369191898893169
0.5025125628140703,0.3059512296950354,0.25363780932181107,0.19883514988503254,0.18355860901068777,0.19217497501901365
1.0050251256281406,0.3311422910916632,0.2661260237887022,0.21029886817056107,0.22361394066669832,0.20246026692177388
1.507537688442211,0.35945277669714804,0.2654250999269568,0.2080123943397101,0.23120968323202934,0.18362015657980338
2.0100502512562812,0.32284641352329835,0.2052974106559456,0.19259665792877997,0.20328879644728606,0.1795722122837338
2.5125628140703515,0.3310732357182697,0.2176116049377892,0.21679035806992342,0.23570268318913284,0.17810027267077974
3.015075376884422,0.3855383333904548,0.2559402104601719,0.1722815169697799,0.16547119402981322,0.18691533248926362
3.517587939698492,0.3752762005336441,0.2586345465294581,0.19357084028532973,0.14994479747755304,0.16506375078733765
4.0201005025125625,0.3552765445582013,0.26213860469505157,0.19872618976511106,0.13306064940266457,0.20423611336481906
4.522613065326633,0.39237430162506254,0.3498271932830963,0.20762462151943145,0.21163103044185375,0.14642788477627083
5.025125628140703,0.37987150695345445,0.2728267433116066,0.21208275678862767,0.1875370819627959,0.16021580382898112
5.527638190954773,0.3932785206577714,0.29281093266977537,0.16621758795532315,0.1669975719953136,0.15013585007366004
6.030150753768844,0.42521440268148675,0.29498055363029435,0.1565641446236015,0.17287291529109264,0.1936962888546341
6.532663316582914,0.3863082519551098,0.29498154549472405,0.22801467593070748,0.13551786790130163,0.1589847086582362
7.035175879396984,0.40666795341665257,0.2792508506444208,0.20613949814733248,0.22289440213722927,0.1765783255090082
7.537688442211055,0.4519962795545581,0.3154195499463094,0.18151238606437647,0.16341159857081491,0.1105241148729524
8.040201005025125,0.457535256478867,0.2873164781156669,0.24206092016779165,0.16170380332217296,0.15139814498292878
8.542713567839195,0.5079749093681485,0.3117838490814352,0.20992628902475954,0.17628235869118522,0.16420881192619102
9.045226130653266,0.4950534229275906,0.31750293499390764,0.24099292500966596,0.16973956723365968,0.14146952215025851
9.547738693467336,0.5003595944621717,0.34446542420173265,0.21842585730054864,0.16332134984399516,0.1637042462351071
10.050251256281406,0.5903979994837901,0.4138915744560355,0.2742609077565652,0.1384342277065213,0.12201391688150941
10.552763819095476,0.5662709315726789,0.3237436221284995,0.27343005847274565,0.17094583543037198,0.1682979179611427
11.055276381909547,0.5917183393314805,0.40273626819273295,0.230946846607181,0.20769416256548956,0.18891067773063672
11.557788944723617,0.5723653456295517,0.3611234578672798,0.2699212116600888,0.19631573597641763,0.12101539448178938
12.060301507537687,0.6120469952588122,0.4061562546695836,0.27107624246744694,0.20513013628436197,0.11789091931646924
12.562814070351758,0.6456978727989792,0.46227943201930166,0.29932409009838673,0.15575526101448928,0.1646206564871822
13.065326633165828,0.6308898820619873,0.4542798819358604,0.25201059049068686,0.14767681251445647,0.16737137923246093
13.567839195979898,0.6851447005389896,0.44378280990918784,0.3051658196458085,0.1738301570941736,0.11476964680270403
14.070351758793969,0.6760486352375262,0.47124631433881486,0.32720172813494064,0.18363192901732112,0.11768463684266729
14.572864321608039,0.6981891878500402,0.5247756404732942,0.2703283970492072,0.21559159453805216,0.1219093664296555
15.07537688442211,0.7038439611907344,0.5083363444302808,0.2990766232676165,0.15268315278662428,0.09655258751765958
15.57788944723618,0.7774755496753553,0.5508625151940838,0.29281259188176934,0.240774861436199,0.10888238674713255
16.08040201005025,0.7418850865350666,0.5653790828626859,0.35292845304805476,0.20693095946103224,0.10893563634352953
16.58291457286432,0.7255082752484715,0.5665548297472913,0.39416005690524103,0.20937462665117773,0.11757165255380007
17.08542713567839,0.7808291782829772,0.654744558510575,0.4309704855119712,0.20474252310674826,0.13919559293931202
17.587939698492463,0.7365660713188871,0.6348685706664825,0.41302248147761245,0.19951296825449005,0.14981469372227182
18.09045226130653,0.7775692837440223,0.5857164964228014,0.47014072185927197,0.2731461625102853,0.18725046170935966
18.5929648241206,0.7269987405704155,0.6576570792971319,0.4135949190713406,0.26692226598818625,0.12872060055746978
19.09547738693467,0.7447664600546258,0.6523055979501919,0.4245145205606479,0.24619291525807346,0.1841716675013507
19.597989949748744,0.783179369385612,0.7050997916665107,0.4849469223116777,0.26023126802922203,0.16081892167833753
20.100502512562812,0.7952937546917987,0.6778829735048716,0.5153074458045952,0.2991698352927919,0.17228414774021622
20.60301507537688,0.7779728285022877,0.7075922972816439,0.5242850698862167,0.36500476068196164,0.19851400970759564
21.105527638190953,0.7659443702968619,0.7346035618864621,0.4927270213688487,0.333223514293616,0.1624894578336272
21.608040201005025,0.7547667819139867,0.7537977850586922,0.5612929744206276,0.3192407628858057,0.20983980418517365
22.110552763819094,0.7171363657690077,0.7108905295541477,0.5496943410823357,0.3683982088011402,0.21498362485957964
22.613065326633162,0.7263015399271072,0.7397704077215582,0.6173878837796972,0.38599877426197504,0.2345049232494306
23.115577889447234,0.7214319796084365,0.7419179601162654,0.6275824952891279,0.3441504859921134,0.24162525924333061
23.618090452261306,0.7465484676108421,0.7414849128271885,0.6120001957000354,0.42937192371990723,0.3088086693207157
24.120603015075375,0.7144859038801257,0.8043054159482002,0.6389164277167015,0.4444259558209751,0.24533077004026554
24.623115577889443,0.6462868008869314,0.7709381116548267,0.6406156654861872,0.48729322611236614,0.2626488417212001
25.125628140703515,0.6817225909249518,0.7282119294517081,0.6798136040563513,0.5359181596650235,0.2757722855154313
25.628140703517587,0.646146542859563,0.7798726844928219,0.7183853049114672,0.5376747816493667,0.2936369640171525
26.130653266331656,0.6200100313324779,0.8054528751489429,0.681727740453938,0.522502646099704,0.30846898431031106
26.633165829145725,0.6325063859472596,0.7719864963852908,0.7294782480417312,0.5210570608680773,0.37166803166636425
27.135678391959797,0.6225116229700571,0.7003048657501584,0.7126817616124136,0.6322107363587229,0.3955976539792281
27.63819095477387,0.5989024040967085,0.7166836718432428,0.7136551389010453,0.5880527728372146,0.3644983494353636
28.140703517587937,0.5330069246657166,0.7494085749693141,0.7367510899187334,0.605031959452898,0.37710752510715206
28.643216080402006,0.5242282917406004,0.6875070538797007,0.7178518838159397,0.6214848372091499,0.42923864909789006
29.145728643216078,0.5179350942493562,0.7023551246064139,0.7325113304122807,0.6436155506029396,0.42348435188393585
29.64824120603015,0.5115772993223154,0.695374606881075,0.7173088643363345,0.6506822418510131,0.4731549347688351
30.15075376884422,0.4526974795390353,0.6363714842261574,0.7955440548476465,0.654515007221118,0.48255009088191164
30.653266331658287,0.4375844928444822,0.6404851036203729,0.7447410757091114,0.6685782929905821,0.4597251534616167
31.15577889447236,0.39228004040400266,0.542373965432682,0.7220733079735746,0.6935490024772849,0.556332064049079
31.65829145728643,0.3680050169795126,0.5783482293764816,0.7389194921085516,0.6915298267008541,0.5823343326359953
32.1608040201005,0.3965434669157615,0.5774350188461551,0.7230980610716836,0.6965849968300517,0.5415580196361494
32.66331658291457,0.38888643669321254,0.5317060859170638,0.7110996155766777,0.7248241029422698,0.5661508955271095
33.16582914572864,0.3324340601418398,0.5823443078607281,0.7211374103540434,0.7219468720536273,0.6013580912903896
33.66834170854271,0.33914598929528006,0.4840169745823946,0.7123936929127794,0.7704256843602242,0.6202204240490028
